case_id	terminal	lifecycle	trust_resume_metadata	surface	boss_bridge	executable_health	expected_recovery	expected_recovery_prompt	expected_readiness	optimal_operator_outcome	optimal_boss_outcome
WB-1816	codex	manual_action_needed	trusted_auto_session	sidebar_hidden_dashboard	agent_missing	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1817	codex	manual_action_needed	trusted_auto_session	boss_pane_collapsed	registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1818	codex	manual_action_needed	trusted_auto_session	boss_pane_collapsed	registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1819	codex	manual_action_needed	trusted_auto_session	boss_pane_collapsed	not_registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1820	codex	manual_action_needed	trusted_auto_session	boss_pane_collapsed	not_registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1821	codex	manual_action_needed	trusted_auto_session	boss_pane_collapsed	needs_update	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1822	codex	manual_action_needed	trusted_auto_session	boss_pane_collapsed	needs_update	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1823	codex	manual_action_needed	trusted_auto_session	boss_pane_collapsed	agent_missing	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1824	codex	manual_action_needed	trusted_auto_session	boss_pane_collapsed	agent_missing	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1825	codex	manual_action_needed	trusted_auto_session	terminal_focus	registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1826	codex	manual_action_needed	trusted_auto_session	terminal_focus	registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1827	codex	manual_action_needed	trusted_auto_session	terminal_focus	not_registered	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1828	codex	manual_action_needed	trusted_auto_session	terminal_focus	not_registered	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1829	codex	manual_action_needed	trusted_auto_session	terminal_focus	needs_update	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1830	codex	manual_action_needed	trusted_auto_session	terminal_focus	needs_update	missing	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1831	codex	manual_action_needed	trusted_auto_session	terminal_focus	agent_missing	available	manualActionNeeded	false	blocked	Operator sees OpenAI Codex terminal as already marked as needing manual recovery on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; manual recovery is present.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
